0 laguerre_formula_-10000000000.0000000_10000000000.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
18 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000004,0.0000000001,0.0000000055,0.0000000055
19 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000134,-0.0000001035,0.0000000984,0.0000001035
7 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000299,-0.0000000853,0.0000000939,0.0000000939
8 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000211,-0.0000000499,0.0000000570,0.0000000570
9 laguerre_formula_-10000000000.0000000_10000000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
,0.0000000000,0.0000000000,0.0000000000,0.0000000000
