0 laguerre_formula_-10.000000_10.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 laguerre_formula_-10.000000_10.000000,0.0000000201,-0.0000000398,0.0000000414,0.0000000414
11 laguerre_formula_-10.000000_10.000000,0.0000000227,-0.0000000477,0.0000000512,0.0000000512
12 laguerre_formula_-10.000000_10.000000,0.0000000219,-0.0000000470,0.0000000521,0.0000000521
13 laguerre_formula_-10.000000_10.000000,0.0000000225,-0.0000000469,0.0000000432,0.0000000469
14 laguerre_formula_-10.000000_10.000000,0.0000000220,-0.0000000435,0.0000000503,0.0000000503
15 laguerre_formula_-10.000000_10.000000,0.0000000190,-0.0000000496,0.0000000531,0.0000000531
16 laguerre_formula_-10.000000_10.000000,0.0000000206,-0.0000000489,0.0000000423,0.0000000489
17 laguerre_formula_-10.000000_10.000000,0.0000000230,-0.0000000562,0.0000000527,0.0000000562
18 laguerre_formula_-10.000000_10.000000,0.0000000201,-0.0000000485,0.0000000530,0.0000000530
1 laguerre_formula_-10.000000_10.000000,0.0000000078,-0.0000000553,0.0000000521,0.0000000553
19 laguerre_formula_-10.000000_10.000000,0.0000000231,-0.0000000473,0.0000000443,0.0000000473
2 laguerre_formula_-10.000000_10.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 laguerre_formula_-10.000000_10.000000,0.0000000186,-0.0000000358,0.0000000486,0.0000000486
4 laguerre_formula_-10.000000_10.000000,0.0000000195,-0.0000000410,0.0000000435,0.0000000435
5 laguerre_formula_-10.000000_10.000000,0.0000000228,-0.0000000490,0.0000000570,0.0000000570
6 laguerre_formula_-10.000000_10.000000,0.0000000224,-0.0000000552,0.0000000450,0.0000000552
7 laguerre_formula_-10.000000_10.000000,0.0000000222,-0.0000000492,0.0000000518,0.0000000518
8 laguerre_formula_-10.000000_10.000000,0.0000000174,-0.0000000386,0.0000000476,0.0000000476
9 laguerre_formula_-10.000000_10.000000,0.0000000205,-0.0000000379,0.0000000493,0.0000000493
,0.0000000224,-0.0000000491,0.0000000408,0.0000000491
