0 laguerre_formula_0.99_1.01,"Average Error","Error LB","Error UB","Abs. Worst"
11 laguerre_formula_0.99_1.01,0.0000001358,-0.0000003093,0.0000003246,0.0000003246
16 laguerre_formula_0.99_1.01,0.0000033611,-0.0000079498,0.0000069987,0.0000079498
17 laguerre_formula_0.99_1.01,0.0000000153,-0.0000000469,0.0000000263,0.0000000469
18 laguerre_formula_0.99_1.01,0.0000036273,-0.0000084510,0.0000074962,0.0000084510
1 laguerre_formula_0.99_1.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 laguerre_formula_0.99_1.01,0.0000007421,-0.0000015084,0.0000016997,0.0000016997
3 laguerre_formula_0.99_1.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4 laguerre_formula_0.99_1.01,0.0000000259,-0.0000000641,0.0000000542,0.0000000641
5 laguerre_formula_0.99_1.01,0.0000000891,-0.0000002252,0.0000001870,0.0000002252
6 laguerre_formula_0.99_1.01,0.0000000256,-0.0000000479,0.0000000463,0.0000000479
7 laguerre_formula_0.99_1.01,0.0000000250,-0.0000000625,0.0000000649,0.0000000649
,0.0000000246,-0.0000000505,0.0000000570,0.0000000570
