"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:32:51 2019","BGRT","REL",0.0000000941,-0.0000002148,0.0000002536,0.0000002536,5,62
"Wed Jun  5 22:32:59 2019","BGRT","REL",0.0000013574,-0.0000049765,0.0000069763,0.0000069763,8,62
"Wed Jun  5 22:33:01 2019","BGRT","REL",0.0000001242,-0.0000002964,0.0000003802,0.0000003802,2,62
"Wed Jun  5 22:33:04 2019","BGRT","REL",0.0000006229,-0.0000029010,0.0000017160,0.0000029010,3,62
"Wed Jun  5 22:33:07 2019","BGRT","REL",0.0000001020,-0.0000003753,0.0000002737,0.0000003753,3,62
"Wed Jun  5 22:33:10 2019","BGRT","REL",0.0000000193,-0.0000000563,0.0000000604,0.0000000604,3,62
"Wed Jun  5 22:33:15 2019","BGRT","REL",0.0000016158,-0.0000086988,0.0000123621,0.0000123621,5,62
"Wed Jun  5 22:33:20 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,5,62
"Wed Jun  5 22:33:22 2019","BGRT","REL",0.0000000190,-0.0000000445,0.0000000455,0.0000000455,2,62
"Wed Jun  5 22:33:26 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,4,62
"Wed Jun  5 22:33:31 2019","BGRT","REL",0.0000000312,-0.0000000884,0.0000000864,0.0000000884,5,62
"Wed Jun  5 22:33:33 2019","BGRT","REL",0.0000000763,-0.0000002138,0.0000001804,0.0000002138,2,62
"Wed Jun  5 22:33:36 2019","BGRT","REL",0.0000000253,-0.0000000518,0.0000000491,0.0000000518,3,62
"Wed Jun  5 22:33:40 2019","BGRT","REL",0.0000000455,-0.0000001077,0.0000001178,0.0000001178,3,62
"Wed Jun  5 22:33:42 2019","BGRT","REL",0.0000000252,-0.0000000737,0.0000000724,0.0000000737,2,62
"Wed Jun  5 22:33:44 2019","BGRT","REL",0.0000000248,-0.0000000609,0.0000000628,0.0000000628,2,62
"Wed Jun  5 22:33:47 2019","BGRT","REL",0.0000000765,-0.0000002296,0.0000002393,0.0000002393,3,62
