"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:57:52 2019","BGRT","REL",0.0000003318,-0.0000022595,0.0000021275,0.0000022595,1,62
"Wed Jun  5 23:57:59 2019","BGRT","REL",0.0000946499,-0.0006326771,0.0008374581,0.0008374581,7,62
"Wed Jun  5 23:58:01 2019","BGRT","REL",0.0001118756,-0.0005101610,0.0017511084,0.0017511084,2,62
"Wed Jun  5 23:58:06 2019","BGRT","REL",0.0001559827,-0.0045881848,0.0006485276,0.0045881848,5,62
"Wed Jun  5 23:58:07 2019","BGRT","REL",0.0001120426,-0.0019086540,0.0003939883,0.0019086540,1,62
"Wed Jun  5 23:58:09 2019","BGRT","REL",0.0000000408,-0.0000001397,0.0000001708,0.0000001708,2,62
"Wed Jun  5 23:58:13 2019","BGRT","REL",0.0001747920,-0.0037680834,0.0015670134,0.0037680834,4,62
"Wed Jun  5 23:58:14 2019","BGRT","REL",0.0000530831,-0.0006494964,0.0003401390,0.0006494964,1,62
"Wed Jun  5 23:58:16 2019","BGRT","REL",0.0000016801,-0.0000135746,0.0000596099,0.0000596099,2,62
"Wed Jun  5 23:58:18 2019","BGRT","REL",0.0000454482,-0.0004698850,0.0006250048,0.0006250048,2,62
"Wed Jun  5 23:58:24 2019","BGRT","REL",0.0000481487,-0.0010007923,0.0003606308,0.0010007923,6,62
"Wed Jun  5 23:58:26 2019","BGRT","REL",0.0000619995,-0.0006630277,0.0010349491,0.0010349491,2,62
"Wed Jun  5 23:58:27 2019","BGRT","REL",0.0000386153,-0.0004159932,0.0005848485,0.0005848485,1,62
"Wed Jun  5 23:58:29 2019","BGRT","REL",0.0000219185,-0.0001877696,0.0001528742,0.0001877696,2,62
"Wed Jun  5 23:58:31 2019","BGRT","REL",0.0000266566,-0.0001324654,0.0006433720,0.0006433720,2,62
"Wed Jun  5 23:58:32 2019","BGRT","REL",0.0000237777,-0.0002054249,0.0001949497,0.0002054249,1,62
"Wed Jun  5 23:58:34 2019","BGRT","REL",0.0000318960,-0.0010132914,0.0002239756,0.0010132914,2,62
"Wed Jun  5 23:58:35 2019","BGRT","REL",0.0000000427,-0.0000006676,0.0000002909,0.0000006676,1,62
"Wed Jun  5 23:58:37 2019","BGRT","REL",0.0000181426,-0.0002579245,0.0001223736,0.0002579245,2,62
"Wed Jun  5 23:58:40 2019","BGRT","REL",0.0000001417,-0.0000025918,0.0000013014,0.0000025918,3,62
"Wed Jun  5 23:58:47 2019","BGRT","REL",0.0000139515,-0.0000899426,0.0001370845,0.0001370845,7,62
"Wed Jun  5 23:58:52 2019","BGRT","REL",0.0000434915,-0.0000558619,0.0014575688,0.0014575688,5,62
"Wed Jun  5 23:58:58 2019","BGRT","REL",0.0000048489,-0.0000715194,0.0000261762,0.0000715194,6,62
"Wed Jun  5 23:59:01 2019","BGRT","REL",0.0000077602,-0.0000460461,0.0000509753,0.0000509753,3,62
"Wed Jun  5 23:59:04 2019","BGRT","REL",0.0000073807,-0.0000485222,0.0000516100,0.0000516100,3,62
"Wed Jun  5 23:59:07 2019","BGRT","REL",0.0000069465,-0.0000904255,0.0000462936,0.0000904255,3,62
"Wed Jun  5 23:59:10 2019","BGRT","REL",0.0000070111,-0.0000675484,0.0000618455,0.0000675484,2,62
"Wed Jun  5 23:59:14 2019","BGRT","REL",0.0000159448,-0.0003564387,0.0001091285,0.0003564387,4,62
"Wed Jun  5 23:59:16 2019","BGRT","REL",0.0001120210,-0.0001614999,0.0063164158,0.0063164158,2,62
"Wed Jun  5 23:59:17 2019","BGRT","REL",0.0000000873,-0.0000005792,0.0000006552,0.0000006552,1,62
"Wed Jun  5 23:59:19 2019","BGRT","REL",0.0000000277,-0.0000001937,0.0000001609,0.0000001937,2,62
"Wed Jun  5 23:59:21 2019","BGRT","REL",0.0000173070,-0.0003815778,0.0001747419,0.0003815778,2,62
"Wed Jun  5 23:59:22 2019","BGRT","REL",0.0000062539,-0.0001234349,0.0000730518,0.0001234349,1,62
"Wed Jun  5 23:59:24 2019","BGRT","REL",0.0000015269,-0.0000092516,0.0000182248,0.0000182248,2,62
"Wed Jun  5 23:59:26 2019","BGRT","REL",0.0000000291,-0.0000001526,0.0000001756,0.0000001756,2,62
"Wed Jun  5 23:59:28 2019","BGRT","REL",0.0000002462,-0.0000029862,0.0000018983,0.0000029862,2,62
"Wed Jun  5 23:59:29 2019","BGRT","REL",0.0000005628,-0.0000033835,0.0000034281,0.0000034281,1,62
"Wed Jun  5 23:59:31 2019","BGRT","REL",0.0000006372,-0.0000092462,0.0000036101,0.0000092462,2,62
"Wed Jun  5 23:59:33 2019","BGRT","REL",0.0000160079,-0.0000071517,0.0009604643,0.0009604643,2,62
"Wed Jun  5 23:59:34 2019","BGRT","REL",0.0000000522,-0.0000002620,0.0000002084,0.0000002620,1,62
"Wed Jun  5 23:59:36 2019","BGRT","REL",0.0000002362,-0.0000010278,0.0000038158,0.0000038158,2,62
"Wed Jun  5 23:59:37 2019","BGRT","REL",0.0000004617,-0.0000033740,0.0000014314,0.0000033740,1,62
"Wed Jun  5 23:59:39 2019","BGRT","REL",0.0000000130,-0.0000000545,0.0000000506,0.0000000545,2,62
"Wed Jun  5 23:59:41 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 23:59:42 2019","BGRT","REL",0.0001656892,-0.0012198076,0.0011833409,0.0012198076,1,62
"Wed Jun  5 23:59:44 2019","BGRT","REL",0.0001445640,-0.0012425744,0.0009640930,0.0012425744,2,62
"Wed Jun  5 23:59:46 2019","BGRT","REL",0.0001380955,-0.0013266342,0.0008509189,0.0013266342,2,62
"Wed Jun  5 23:59:47 2019","BGRT","REL",0.0001300245,-0.0013168344,0.0010308061,0.0013168344,1,62
